(32, 56)
(30, 56)
(24, 56)
(24, 58)
(24, 70)
(24, 77)
(24, 78)
(24, 85)
(24, 88)
(24, 90)
(27, 91)
(32, 91)
(62, 91)
(63, 91)
(65, 91)
(69, 91)
(85, 91)
(86, 91)
(100, 89)
(100, 68)
(100, 63)
(80, 59)
(69, 59)
(57, 59)
(56, 59)
(51, 59)
(50, 59)
(46, 61)
(46, 62)
(46, 70)
(46, 74)
(46, 78)
(46, 80)
(48, 80)
(61, 80)
(62, 80)
(63, 80)
(69, 80)
(78, 80)
(79, 79)
(79, 77)
(79, 74)
(79, 71)
(79, 68)
(79, 65)
(79, 63)
(79, 62)
(79, 58)
(79, 49)
(79, 46)
(79, 44)
(79, 42)
(79, 41)
(79, 39)
(79, 33)
(79, 29)
(79, 28)
(63, 27)
(58, 27)
(48, 27)
(42, 30)
(42, 32)
(42, 33)
(42, 35)
(42, 41)
(42, 44)
(42, 47)
(42, 48)
(42, 52)
(42, 55)
(42, 56)
(42, 58)
(42, 61)
(42, 62)
(42, 70)
(42, 78)
(42, 80)
(42, 81)
(42, 84)
(42, 88)
(42, 92)
(43, 92)
(48, 92)
(62, 92)
(63, 92)
(65, 92)
(67, 86)
(67, 79)
(67, 77)
(67, 74)
(67, 65)
(67, 63)
(67, 58)
(67, 55)
(67, 50)
(65, 50)
(61, 50)
(57, 50)
(56, 50)
(50, 50)
(49, 50)
(48, 50)
(46, 50)
(45, 50)
(44, 50)
(43, 50)
(41, 50)
(40, 50)
(38, 50)
(37, 50)
(36, 50)
(34, 50)
(33, 50)
(32, 50)
(30, 50)
(28, 50)
(24, 50)
(23, 50)
(19, 52)
(19, 54)
(19, 55)
(19, 58)
(19, 61)
(19, 67)
(19, 70)
(27, 71)
(28, 71)
(30, 71)
(39, 71)
(40, 71)
(43, 71)
(57, 71)
(62, 71)
(65, 71)
(68, 71)
(74, 71)
(75, 71)
(78, 71)
(80, 71)
(83, 71)
(85, 71)
(86, 71)
(93, 71)
(101, 71)
(111, 60)
(111, 58)
(111, 54)
(92, 41)
(80, 41)
(74, 41)
(72, 41)
(71, 41)
(65, 41)
(59, 44)
(59, 47)
(59, 48)
(59, 50)
(59, 52)
(59, 53)
(59, 54)
(59, 55)
(59, 56)
(59, 62)
(61, 65)
(62, 65)
(63, 65)
(65, 65)
(66, 65)
(68, 65)
(72, 65)
(74, 65)
(75, 65)
(76, 63)
(76, 62)
(76, 58)
(76, 55)
(76, 49)
(76, 44)
(76, 43)
(76, 42)
(76, 40)
(76, 39)
(76, 33)
(76, 29)
(76, 28)
(76, 26)
(71, 25)
(64, 25)
(61, 27)
(61, 31)
(61, 35)
(61, 37)
(61, 39)
(61, 47)
(61, 48)
(61, 52)
(61, 53)
(61, 54)
(61, 55)
(61, 56)
(61, 57)
(61, 62)
(61, 66)
(61, 70)
(61, 71)
(61, 72)
(61, 74)
(61, 76)
(61, 78)
(62, 78)
(63, 78)
(65, 78)
(66, 78)
(68, 78)
(69, 78)
(75, 78)
(77, 78)
(78, 78)
(79, 78)
(80, 78)
(85, 78)
(88, 78)
(89, 78)
(89, 77)
(89, 69)
(89, 68)
(89, 65)
(89, 63)
(89, 62)
(89, 60)
(89, 58)
(89, 49)
(80, 49)
(75, 52)
(75, 55)
(75, 57)
(75, 61)
(75, 66)
(75, 67)
(75, 68)
(75, 72)
(75, 73)
(75, 76)
(75, 79)
(75, 81)
(75, 82)
(75, 88)
(75, 92)
(75, 94)
(77, 95)
(79, 95)
(80, 95)
(83, 95)
(85, 95)
(86, 95)
(87, 95)
(88, 95)
(89, 95)
(90, 95)
(93, 95)
(101, 95)
(103, 95)
(104, 95)
(107, 94)
(107, 93)
(107, 89)
(107, 77)
(107, 65)
(107, 62)
(107, 60)
(107, 58)
(107, 48)
(107, 43)
(107, 40)
(107, 39)
(107, 34)
(107, 26)
(71, 20)
(60, 20)
(52, 20)
(48, 20)
(42, 20)
(40, 20)
(38, 20)
(37, 20)
(36, 20)
(33, 20)
(32, 20)
(32, 23)
(32, 27)
(32, 28)
(32, 30)
(32, 32)
(32, 33)
(32, 35)
(32, 41)
(32, 44)
(32, 47)
(32, 48)
(32, 52)
(32, 54)
(32, 55)
(32, 58)
(32, 59)
(32, 60)
(32, 61)
(32, 66)
(32, 67)
(32, 70)
(32, 72)
(32, 77)
(32, 78)
(32, 81)
(32, 84)
(34, 86)
(40, 86)
(43, 86)
(48, 86)
(51, 86)
(62, 86)
(63, 86)
(65, 86)
(66, 86)
(68, 86)
(69, 86)
(70, 85)
(70, 80)
(70, 79)
(70, 77)
(70, 74)
(70, 68)
(70, 63)
(70, 62)
(70, 58)
(70, 55)
(70, 49)
(70, 46)
(70, 44)
(70, 40)
(70, 39)
(70, 35)
(70, 33)
(70, 29)
(70, 28)
(70, 26)
(70, 24)
(70, 19)
(70, 18)
(70, 12)
(68, 9)
(64, 9)
(59, 9)
(55, 9)
(50, 9)
(48, 9)
(38, 9)
(33, 9)
(32, 9)
(31, 9)
(30, 9)
(30, 10)
(30, 12)
(30, 15)
(30, 16)
(30, 18)
(30, 19)
(30, 20)
(30, 23)
(30, 27)
(30, 28)
(30, 30)
(30, 32)
(30, 33)
(30, 35)
(30, 41)
(30, 44)
(30, 47)
(30, 48)
(30, 51)
(30, 52)
(30, 54)
(30, 55)
(30, 58)
(30, 59)
(30, 61)
(30, 66)
(30, 67)
(30, 70)
(30, 72)
(30, 77)
(30, 78)
(30, 80)
(30, 81)
(30, 84)
(30, 85)
(30, 86)
(30, 88)
(30, 90)
(30, 92)
(30, 93)
(30, 96)
(30, 105)
(32, 105)
(34, 105)
(46, 105)
(48, 105)
(50, 105)
(53, 98)
(53, 85)
(53, 79)
(53, 77)
(53, 72)
(53, 63)
(53, 61)
(53, 59)
(53, 58)
(53, 55)
(53, 54)
(53, 51)
(53, 50)
(53, 49)
(53, 48)
(53, 46)
(53, 44)
(53, 41)
(53, 35)
(53, 33)
(53, 29)
(53, 27)
(53, 26)
(48, 23)
(42, 23)
(40, 23)
(38, 23)
(37, 23)
(36, 23)
(33, 23)
(31, 23)
(29, 23)
(28, 23)
(26, 23)
(25, 23)
(20, 23)
(18, 23)
(17, 23)
(16, 23)
(13, 27)
(13, 29)
(13, 32)
(13, 33)
(13, 35)
(13, 38)
(13, 39)
(13, 41)
(13, 44)
(13, 47)
(13, 48)
(13, 54)
(13, 55)
(13, 58)
(13, 66)
(13, 67)
(13, 68)
(13, 69)
(13, 70)
(13, 72)
(13, 73)
(14, 73)
(17, 73)
(19, 73)
(24, 73)
(27, 73)
(28, 73)
(33, 73)
(37, 73)
(39, 73)
(40, 73)
(43, 73)
(44, 67)
(44, 66)
(44, 61)
(44, 56)
(44, 55)
(44, 54)
(44, 51)
(44, 49)
(44, 48)
(44, 46)
(44, 44)
(44, 42)
(43, 41)
(41, 41)
(40, 41)
(39, 41)
(38, 41)
(37, 41)
(36, 41)
(34, 41)
(33, 41)
(31, 41)
(29, 41)
(28, 41)
(27, 41)
(20, 41)
(18, 43)
(18, 44)
(19, 44)
(24, 44)
(26, 44)
(27, 44)
(28, 44)
(33, 44)
(37, 44)
(39, 44)
(43, 44)
(45, 44)
(46, 44)
(47, 44)
(48, 44)
(50, 44)
(52, 44)
(54, 44)
(55, 44)
(62, 44)
(63, 44)
(65, 44)
(66, 44)
(69, 44)
(71, 44)
(72, 40)
(72, 39)
(72, 35)
(72, 31)
(72, 29)
(72, 26)
(72, 24)
(72, 22)
(72, 19)
(72, 18)
(71, 14)
(68, 14)
(67, 14)
(65, 14)
(64, 14)
(61, 14)
(60, 14)
(54, 15)
(54, 16)
(54, 20)
(54, 23)
(54, 25)
(54, 26)
(54, 27)
(54, 29)
(54, 31)
(54, 33)
(54, 35)
(54, 37)
(54, 39)
(54, 45)
(54, 47)
(54, 48)
(54, 50)
(54, 51)
(54, 52)
(54, 54)
(54, 55)
(54, 56)
(54, 57)
(54, 62)
(54, 65)
(54, 66)
(55, 67)
(57, 67)
(62, 67)
(63, 67)
